Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
L150968,4,24,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Larkin Street,94109,3,Nob Hill,-122.418249647967,37.7872715203045
L140843,4,28,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Duboce Avenue,94103,8,Mission,-122.424196066603,37.7697027217055
L120973,6,14,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 37th Avenue,94121,1,Outer Richmond,-122.497454026051,37.7785448313454
L140847,4,28,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3300 Block Of 20th Street,94110,9,Mission,-122.415229420673,37.7588083437881
L050397,4,8,2005,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Broadway Street,94109,,,,
L080085,1,25,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of California Street,94109,3,Nob Hill,-122.414939768109,37.7913656229913
L061841,12,8,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Broadway Street,94133,,,,
L131948,11,20,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Upper Terrace,94117,8,Castro/Upper Market,-122.445069216182,37.7628549655396
L021943,12,18,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,116100 Block Of Steiner Street,94117,5,Hayes Valley,-122.431695647298,37.7702765852635
L152136,9,28,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of 21st Avenue,94122,4,Sunset/Parkside,-122.478610954655,37.7550827116527
L020239,2,12,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Lombard Street,94123,2,Marina,-122.428624512075,37.800665922488
L021292,8,5,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Crespi Drive,94132,7,Lakeshore,-122.476730069868,37.718827354098
L142264,11,18,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of Anza Street,94118,1,Outer Richmond,-122.473266768603,37.778623582619
L2K1377,6,30,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Jordan Avenue,94118,2,Presidio Heights,-122.456957384485,37.7849431375619
R002-83C,4,14,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Jackson Street,94109,2,Pacific Heights,-122.423882414798,37.7938847525297
L130486,4,1,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Mason Street,94133,3,Nob Hill,-122.411871894857,37.7967028227055
L061839,12,1,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2100 Block Of Grove Street,94117,5,Lone Mountain/USF,-122.451977200671,37.7740904700375
L061308,9,1,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Graystone Terrace,94114,8,Castro/Upper Market,-122.444374625301,37.7570786519773
L091341,9,8,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Mcallister Street,94115,5,Western Addition,-122.435885319328,37.7781638388022
L031405,11,10,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of 17th Avenue,94121,1,Outer Richmond,-122.47575137631,37.773892009184
L040748,6,17,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Hyde Street,94109,3,Nob Hill,-122.41685368982,37.7886527897619
L131726,11,1,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Broadway Street,94109,,,,
L011005,5,18,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Sutter Street,94109,3,Nob Hill,-122.417657213518,37.7881263032894
L070340,3,7,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Italy Street,94112,,,,
L061279,8,24,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Gough Street,94109,5,Western Addition,-122.424422596058,37.7843759650617
L080380,3,14,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of 11th Avenue,94118,1,Inner Richmond,-122.469908010819,37.7836341349838
L2K2695,12,1,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Clay Street,94108,3,Chinatown,-122.405973153037,37.794250188797
S001-33C,8,19,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of 14th Avenue,94122,5,Inner Sunset,-122.471664663772,37.7647478414721
L122104,12,24,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Shotwell Street,94110,9,Mission,-122.41578502652,37.7596358018242
L142488,12,19,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Scott Street,94117,8,Haight Ashbury,-122.435186511849,37.7702145062029
L980363,11,2,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Gough Street,94109,5,Western Addition,-122.424422596058,37.7843759650617
L071483,9,26,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Woodland Avenue,94117,5,Inner Sunset,-122.453246917968,37.7633869793682
L080781,5,23,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Capp Street,94110,9,Mission,-122.417193854748,37.7499017090447
L021727,10,28,2002,No,landlord,true,false,false,false,false,true,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Lake Street,94118,1,Inner Richmond,-122.465223379922,37.7865940279542
L110030,1,11,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Church Street,94131,8,Glen Park,-122.426801795915,37.7409004553764
L011839,10,1,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,116100 Block Of Grijalva Drive,94132,7,Lakeshore,-122.479791028891,37.7158335827714
L081685,10,23,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3400 Block Of 22nd Street,94110,8,Mission,-122.424028495116,37.755175924661
L081116,7,18,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Baker Street,94117,5,Hayes Valley,-122.441325869222,37.7759785714476
L131564,10,4,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Pacific Avenue,94109,3,Russian Hill,-122.416839772506,37.7957021312483
L060144,1,24,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Day Street,94110,8,Noe Valley,-122.423681393686,37.7431291379962
L2K0536,3,1,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3200 Block Of Gough Street,94123,2,Marina,-122.428373635935,37.8032501809418
L150158,1,23,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of California Street,94115,2,Pacific Heights,-122.433418325796,37.7889042413794
L991149,6,8,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2900 Block Of Folsom Street,94110,9,Mission,-122.413779228956,37.750107545941
L021363,8,23,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3100 Block Of Franklin Street,94123,2,Marina,-122.426592026788,37.8034759515354
L030169,1,30,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 22nd Avenue,94121,1,Outer Richmond,-122.48165688973,37.781189877044
L012218,12,11,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Albion Street,94110,8,Mission,-122.42288313068,37.7644447720509
L121884,11,27,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Ashbury Street,94117,5,Haight Ashbury,-122.446625387805,37.7681385854979
L140435,2,28,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Taylor Street,94108,3,Nob Hill,-122.411912440171,37.7892825035098
L2K0337,2,2,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3700 Block Of Fillmore Street,94123,2,Marina,-122.437315947524,37.8048946043639
L070500,4,4,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 8th Avenue,94118,1,Inner Richmond,-122.466151798112,37.7780683401656
R002-72C,3,17,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Fell Street,94117,5,Lone Mountain/USF,-122.449976001328,37.7725275127751
L012186,11,30,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Carl Street,94117,5,Haight Ashbury,-122.450691485316,37.7657621292673
L130807,5,24,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of 14th Avenue,94122,5,Inner Sunset,-122.471664663772,37.7647478414721
L090518,3,31,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of 17th Avenue,94121,1,Outer Richmond,-122.476166313049,37.7795115857583
L151229,6,2,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of San Bruno Avenue,94110,10,Mission,-122.404089407783,37.7509719418851
L020987,6,14,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Balboa Street,94121,1,Outer Richmond,-122.476430525185,37.7767232879951
L130980,6,25,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of La Playa Street,94122,,,,
R003-07C,4,29,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2600 Block Of Van Ness Avenue,94109,2,Russian Hill,-122.424093828497,37.7999719437346
L991073,5,21,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Beaver Street,94114,8,Castro/Upper Market,-122.436877698815,37.7653773942648
L011723,10,2,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Crestline Drive,94131,8,Twin Peaks,-122.44648398856,37.7501301863536
L152671,12,28,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of California Street,94108,3,Nob Hill,-122.412075501657,37.7916201319002
L991830,9,13,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3200 Block Of 24th Street,94110,9,Mission,-122.417086913503,37.7522666240027
L040080,1,26,2004,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2900 Block Of Sacramento Street,94115,2,Pacific Heights,-122.441449440816,37.7888337817353
L990073,1,14,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of 12th Avenue,94122,5,Inner Sunset,-122.469656987684,37.7648362653722
L030855,7,9,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Jackson Street,94133,3,Nob Hill,-122.412772848616,37.7953065631494
L061221,8,18,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Linden Street,94102,5,Hayes Valley,-122.423566979363,37.7762729760776
L010390,2,15,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Duncan Street,94131,8,Noe Valley,-122.442095290802,37.7450844197627
L992506,11,29,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Alabama Street,94110,9,Mission,-122.411110362482,37.7534815567767
L010301,2,2,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Castro Street,94114,8,Castro/Upper Market,-122.434514859405,37.7564940642957
L150981,5,5,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of 9th Street,94103,6,South of Market,-122.411938244387,37.7739450367833
S001-84C,10,22,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Steiner Street,94117,5,Haight Ashbury,-122.432441917998,37.7732844425368
L010593,3,27,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4500 Block Of 17th Street,94114,8,Castro/Upper Market,-122.445841561962,37.7617936632879
L980402,11,30,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Alhambra Street,94123,2,Marina,-122.440131950545,37.8014603538606
L991638,8,11,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3400 Block Of Scott Street,94123,2,Marina,-122.441395329405,37.8015968523859
S002-33C,11,20,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Lupine Avenue,94118,2,Presidio Heights,-122.447886060226,37.783893743967
L061614,10,26,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Fell Street,94102,5,Hayes Valley,-122.421979000327,37.7761085483907
L992661,12,17,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2300 Block Of 27th Avenue,94116,4,Sunset/Parkside,-122.484398290433,37.7436034504412
S001-70C,10,6,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Sacramento Street,94108,3,Chinatown,-122.405381995923,37.7935266823872
L151922,8,25,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 28th Avenue,94121,1,Outer Richmond,-122.488082133944,37.782808919359
L071128,7,30,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Haight Street,94117,5,Haight Ashbury,-122.441188742603,37.7707967642475
L152006,9,3,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Steiner Street,94117,5,Haight Ashbury,-122.432113601819,37.771655221243
L111020,8,18,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Sanchez Street,94114,8,Castro/Upper Market,-122.431221797297,37.7671915513421
L152158,10,1,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Washington Street,94109,3,Russian Hill,-122.420415462262,37.793416640271
L980225,7,31,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Monterey Boulevard,94127,7,West of Twin Peaks,-122.452280462048,37.7314334954339
L011563,9,4,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Hyde Street,94109,3,Nob Hill,-122.417555588317,37.7921390491485
L020785,5,7,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Clay Street,94109,3,Nob Hill,-122.420216385905,37.7924339343832
L061838,12,1,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Baker Street,94117,5,Hayes Valley,-122.440947780808,37.7741100994836
L090998,7,13,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 22nd Avenue,94121,1,Outer Richmond,-122.481382830018,37.7773769747784
L2K0352,2,9,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Pine Street,94108,3,Nob Hill,-122.408507461111,37.7910926843943
L081681,10,22,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Naglee Street,94112,,,,
L031611,12,22,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Oak Street,94107,5,Hayes Valley,-122.429990606896,37.7740227359507
L141350,7,3,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 29th Avenue,94121,1,Outer Richmond,-122.489013595008,37.7789280623707
L160144,1,27,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Scott Street,94117,5,Hayes Valley,-122.436291871054,37.7756631452248
L121653,9,25,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Princeton Street,94134,9,Portola,-122.416308025869,37.729258015657
L090275,2,12,2009,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Wilmot Street,94115,5,Pacific Heights,-122.432720418419,37.7875362924379
L980032,1,30,1998,No,landlord,true,false,false,false,false,true,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Octavia Street,94102,5,Hayes Valley,-122.423895801055,37.7724905926388
L2K2483,11,6,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Anza Street,94118,1,Lone Mountain/USF,-122.451367424951,37.7806117714389
L050060,1,18,2005,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Rivas Avenue,94132,7,Lakeshore,-122.481645415332,37.7168629030653
L071246,8,22,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Collingwood Street,94114,8,Castro/Upper Market,-122.435966427502,37.760027603045
L021942,12,18,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Ashbury Street,94117,5,Haight Ashbury,-122.446858402156,37.7632467619698
L012132,11,26,2001,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Bay Street,94123,2,Marina,-122.434161235536,37.8030064344989
L141110,6,9,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3400 Block Of 22nd Street,94110,8,Mission,-122.423474114501,37.7552079404228
L070647,4,27,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4500 Block Of 18th Street,94114,8,Castro/Upper Market,-122.440465074849,37.7605016741875
L140179,1,30,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Waller Street,94117,8,Haight Ashbury,-122.433121252156,37.7707538379882
L131298,8,22,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Oak Street,94117,5,Hayes Valley,-122.431635829616,37.7738139680641
L081119,7,21,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Lyon Street,94115,5,Lone Mountain/USF,-122.442781840132,37.7748359371208
L110097,1,27,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Valencia Street,94110,9,Mission,-122.421739994638,37.7641127384542
L121455,8,30,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Ord Street,94114,8,Castro/Upper Market,-122.440125664503,37.7624855134167
L991557,7,30,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Clay Street,94109,2,Pacific Heights,-122.425149392347,37.7918069121623
L2K0810,4,14,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of 28th Street,94110,8,Noe Valley,-122.42337327543,37.7454525102565
